,text,class
10199,"Discuss Fitness A forum community for sharing knowledge about fitness, bodybuilding, cardio, nutrition, dieting and supplements. ",Strength
11577,"Drake University Contains news, a team roster, schedule, results and standings are provided. Also, features season statistics updated weekly and career highs. ",Volleyball
13057,Black Cat Official site of the wrestler active in both Mexico and Japan since 1977. Written in English and Japanese. ,Wrestling
9108,"Nottingham Forest Ladies Football Club The official site with news, history, managers, tables, results, match reports, and links. ",Soccer
4399,"Nola.com: New Orleans Saints Football Sports guide to the season for the loyal fans with current team information, statistics, and scores. ",Football
13298,"Buddy Colt Features career highlights, title history, photographs, and video clips. ",Wrestling
8985,"Nathan Chen: Born an Ice Boy Official website of the young men's figure skater includes photographs, competitive history, and information for potential sponsors. ",Skating
3995,"Basking Ridge, New Jersey USA Directions, game schedule, registration, contacts and event rules. ",Flying
9045,"Pontprennau Pumas History, honours, teams, results and tables. Members of the Cardiff Combination League. ",Soccer
11609,"Croydon and Districts Volleyball Association Fixtures, results, online newsletters and contacts. ",Volleyball
11443,"University of Wisconsin, Whitewater - Men's Track and Field Warhawk men's official site. News, roster, coaching staff, schedule, season bests, recruiting questionnaire, school records, past season information, and links. ",Track
5863,"The Oilers Archive Unique Oilers team history, coaching and goaltender timelines, and information on retired players. ",Hockey
1734,SLCricket.com A fan site that includes discussions and videos about Sri Lanka cricket. ,Cricket
3789,"Yuk Vancouver, Canada open team. Pictures, history, current events, related links and contact information. ",Flying
11356,"Bethel College - Women's Track and Field Royal women's official site. Schedule, results, roster, coaching staff, news, school records, past season information, and links. ",Track
7613,"Twin Oaks War Games Baxter. Hours, rules, fields, location, and links. ",Paintball
10263,NPC Hurricane Bay Bodybuilding Championships Sanctioned by the National Physique Committee (NPC). Held in conjunction The Typhoon Bay Bodybuilding Championships a Team Universe qualifier. ,Strength
10995,"East Stroudsburg University of Pennsylvania Men's Tennis Warriors. Roster, statistics, season outlook, records, and results. ",Tennis
1553,"CricInfo - Pakistan Provides statistics, news and information about players and matches. ",Cricket
3794,"Twin City Chain Gang Located in Monroe, La. Contains membership and tournament information. ",Flying
5797,"Arizona Sundogs Contains news, ticket information, sponsorship and polls. ",Hockey
10782,"Family Circle Cup A women's event held in Charleston, South Carolina. Ticket sales, history, and news.[Requires Flash] ",Tennis
5309,"Gymnastics Association of Texas A professional organization to promote gymnastics in Texas. Convention, information, exhibit hall, instructor training program, and officers. ",Gymnastics
5135,"Roswell Gymnastics Offers both recreational and competitive gymnastics for boys and girls. About us, programs, intivational meet information. Located in Roswell. ",Gymnastics
8244,"Christchurch Marathon Located in New Zealand with rules, course description, training tips, travel information, sponsors and past results. ",Running
9086,"South Windsor Soccer Club Coaching directory, tournament listing, news, special events and more, from youth sports club. ",Soccer
11682,PowerZone Volleyball &amp; Fitness Center Catering exclusively to volleyball. General information. ,Volleyball
4401,San Jose State Spartans News - Topix News on the San Jose State Spartans continually updated from thousands of sources around the net. ,Football
8522,Pasha Grishuk Official Infopage This is the official Infopage of ice-dance Champion Pasha Oksana Grishuk - the only ice-dancer who has twice won Olympic Gold ,Skating
4400,Mike Alstott Football Camp Established to provide young athletes the opportunity to develop their football skills. ,Football
11584,"California State University, Sacramento Hornets. Includes a player roster, pictures, scores, news items, and a game schedule. ",Volleyball
1287,"Idle Hour Lanes Bumper and cosmic bowling, leagues, tournaments, and directions. Located in Scranton. ",Bowling
2813,"DMB Farms Standing Heza Dundee Deal, and offering details of mares, foals and stock for sale. Located in Craigville. ",Equestrian
6959,"Guang Ping Yang Tai Chi Association Mission is to promote and preserve the quality of the style. History, news, reading list, convention photos, and links to affiliated schools. ",Martial
13198,"The Ayatollah Of Rock N' Rolla Includes biography, images, links, and multimedia. ",Wrestling
989,Brewton-Parker Men's Basketball Barons - official web site. ,Basketball
5363,"Gymnastics Revolution Offers classes for boys and girls from age one. Men's and women's competitive teams. Staff, classes, team, news, events, parents organization, sponsors and links. Located in Bethel. ",Gymnastics
11895,"Pomona-Pitzer Colleges Women's Volleyball Sagehens. Contains news items, photographs, roster, coaching staff, and statistics. ",Volleyball
2241,GoPlayOutdoors Directory of bike touring and mountain biking opportunities in Canada and the United States with pictures and highlights. ,Cycling
4734,"South Dakota Golf Elmwood, Prairie Green and Kuehn Park Golf Courses, located in Sioux Falls. ",Golf
10559,"European Tennis Association A collaboration of the member federations of 48 European countries to improve the representation of Europe in international tennis. Provides tournament administration, coaching, and publications. ",Tennis
3124,"Japan Wheelchair Fencing Association Team member profiles, history of the JWFA and links to other wheelchair fencing sites. ",Fencing
1425,"Blackwell, James Personal site for the Senior PBA member from Mesa, Arizona. Includes personal statistics, tournament stories, and an extensive collection of bowling links. ",Bowling
12376,"Auburn University Rowing Contains information the coaching staff, pictures, course maps, racing schedule, results and a booster club. ",Water
8180,"International Association of Ultra Runners Provides organizational information, newsletters, race listing and coming events, training tips, and links. English and Chinese versions. ",Running
12584,Kachemak Nordic Ski Club Information on cross-country skiing on the southern Kenai Peninsula. ,Winter
9246,Soccer Anthems and Logos Anthems and logos of teams from Greece and Spain. ,Soccer
1110,"Potter Bar Bowls Club Officials, fixtures, results, events, and photographs. ",Bowling
2099,1st Recumbent Wing Devoted to designing and building recumbent bikes. 3D CAD graphics of various recumbent designs. Links to builder resources. ,Cycling
7013,"Hand's Racing Kristopher Dalton Hand, AMA motocross racer. Includes this rider's profile, photos, links and results. ",Motorsports
13273,"Hyena Official site includes biography, commentaries, gallery, news, results, and videos. ",Wrestling
3612,"Kaimana Klassik Oahu, Hawaii USA. Description of the event, team pools, event schedule, tournament history and visitor's information. ",Flying
4398,"KCGannonfan's Rich Gannon Page This fan honors her favorite player by giving other fans the opportunity to view photos, statistics, and news articles. ",Football
12484,"Kayak Canoe Alabama Trip reports of paddles on rivers, streams, in the delta, bay and gulf in South Alabama. ",Water
1876,"Lintz Cricket Club Includes results, player profiles, club history, and contact details for the club based in Burnopfield, Tyneside. ",Cricket
6536,"United Martial Artists for Christ A youth and family outreach organization. Contains information about mission, biblical passages, photo gallery, video clips and contact information. ",Martial
2787,"XP Rides Endurance race that following the same historical routes as the old Pony Express, using multiple riders on a limited number of horses over extended distances. Offers ride history, information, calendar, results, riders, newsletter, photos, and contact. ",Equestrian
