,text,class
5369,"Telluride Websmith Offering design, programming, marketing and promotion services. Based in Telluride, Colorado, United States. ",Internet
4055,Free Tilies Many free tile backgrounds. ,Graphics
4503,Type Dvorak A repository of information and links to spread the word and support the use of the Dvorak Keyboard layout. ,Hardware
7106,ickXMLp Part of Internet Commerce Kit. It is a lexical XML parser for manipulating XML (and/or HTML) documents. By devSoft Inc. ,Programming
3986,Institute for Certification of Computing Professionals Offers the only broadly applicable and internationally recognized certification program in the profession. ,Education
9164,Mac OSX MIDI Developers Resource Caters to developers of MIDI applications under Mac OSX. Online Apple documentation available as well as custom examples. ,Systems
9325,Accountz Small business accounting system. ,Systems
3220,"Advanced Cable Connection Inc. Dedicated to building, troubleshooting and enhancing LANs, intranets and extranets, as well as providing custom cables, network hardware and accessories. Tampa, Florida, USA. ",Data
3087,"Agere Systems Design, manufacture and market a range of wireless connectivity products. Includes access points and servers, gateways and outdoor routers. ",Data
2030,"InfiniSys, Inc. InfiniSys provides solutions that include document management, data capture, web publishing, high-speed secure networking, and automated fax management. We have been providing solutions that work since 1992. ",Consultants
5687,Loadntxt Offers two-way text messaging service between the United States and the Philippines. ,Mobile
8979,azzit.de: dot.conf dot.conf is a simple-to-use and powerful configuration-file parser library written in C. ,Software
5144,"The Burnham Group Provides web design, animations, networking, consulting, maintenance, scripting, and submission services. Based in Hampshire, Illinois, United States. ",Internet
7823,"Handyboard from MIT Offers an affordable, nearly plug and play and fairly well documented microcontroller board supporting several digital and analogue ports, the ability to control four motors, and an LCD. ",Robotics
1205,"Vertica Systems High-speed, self-tuning column-oriented SQL database management software for data warehousing and business intelligence. ",Companies
9128,Tablet PC Review Spot Collection of Tablet PC reviews ,Systems
4675,Smart Cartridge Refills and remanufactures inkjet and toner cartridges. [UK based] ,Hardware
6762,FTE Text Editor A folding text editor for programmers. ,Open
743,Central Texas ProE User Group Central Texas ProE User Group. Meetings are quarterly in the Austin Texas Area. ,CAD
2350,"CMJ Technologies Small consulting company. Includes services offered, testimonials and contact information. ",Consultants
6251,"Frinika Cross-platform music studio software written in Java. Includes sequencer, software synths and realtime effects. ",Multimedia
1917,Turing Machines Article in Stanford Encyclopedia of Philosophy. ,Computer
2530,"Solid File System (SolFS) A single-file virtual file system for Delphi (VCL), .NET, Windows, Linux, PalmOS, PocketPC. ",Data
7260,"Building Web Apps Information portal for developers. Provides news, tutorials on the framework and its related subjects. ",Programming
4292,"RP Graphics Weave a web of enchantment with free high quality original web sets, backgrounds and miscellaneous items to use on personal web pages. ",Graphics
8738,Zope Labs: A Zope Cookbook A cookbook style approach taken to learning the Zope application. Hundreds of recipes. Ability to request a recipe. ,Software
2696,"Technova Conversion to and from ASCII and EBCDIC, database conversion and graphics conversion. ",Data
3001,Tizag - CSS Tutorials Easy to follow tutorials that teach novices the basics. ,Data
8850,tinfoil hat linux A secure single floppy linux. For the paranoid among us. ,Software
3970,MCSE World Contains various downloadable articles including NSA documentation. ,Education
1724,FOOL Foundations of Object-Oriented Languages. Links to the annual workshops. ,Computer
9145,Wausau Area Apple Users Group Advertises the meeting location and information for this user group. ,Systems
4306,"Spider Paws Clipart, animation, web graphics including bars, lines and backgrounds. ",Graphics
8396,'Love Bug' bites UK hard Businesses are counting the cost of the 'Love Bug' virus which caused many to shut down their communication systems. [BBC News] ,Security
1037,DecisionOne Offers information technology support services. ,Companies
7682,"Computers, Robotics, and Artists Society of Houston CRASH is based in Houston, Texas, United States. Founded in 1994. Holds occasional physical meetings but concentrates on virtual collaboration. ",Robotics
5813,Mobileways A WAP gateway providing semi-automatic redirection of HTML documents. ,Mobile
3989,"Train Signal, Inc. Offers Windows 2000 and 2003 lab manuals, audio training, study guides, free MCSE practice exams and information on building a network. ",Education
6724,"Python Software Foundation Non-profit organization devoted to advancing open source technology related to the Python programming language. Provides membership information, missions statement, and details of how to get involved. ",Open
2760,"Data Conversion Laboratory Data Conversion and Document Conversion Service to XML, SGML, HTML and OeB from paper and electronic source formats such as Quark, Interleaf, FrameMaker and PageMaker. ",Data
2822,Telindus Independent European and Asian adviser and sourcing partner which translates business needs into secure networked ICT solutions and services. ,Data
8402,"Wired Security Solutions Information Security Provides audits, regulatory compliance services, security design, intrusion detection systems and security policy development services. ",Security
5729,"Powered SMS Allowing bulk sms via web to mobile, https covering worldwide network. ",Mobile
1945,"McGill Quantum Computing Research Group Active group pursuing the study and development of quantum-mechanics based cryptography, algorithms, complexity theory and information theory. ",Computer
7146,"STLSoft Provides freely available STL-like extensions, including STL-style wrappers for common operating system and framework APIs (such as Windows, Unix, COM, MFC, ATL). ",Programming
2168,"Home &amp; Office Computer Services UNIX systems: SUN OS, Solaris, HP_UX, AIX and Linux, web development and hosting, network design. Serves the San Gabriel Valley. ",Consultants
6826,Mozilla Creative Collective A community of artists and designers inspired by the Mozilla ideals. Gallery of designs. Design challenges. ,Open
2220,"Thacker Network Technologies Inc. Small business and SOHO computer networking consultant, specializing in OS/2 solutions. Certified LAN server specialist, IBM BESTeam member. ",Consultants
2573,Esquire Resources Sdn Bhd (385055-A) Custom IT training based in Malaysia. ,Data
7685,Wesleys Bots Photos of several robots made from electronic scrap. ,Robotics
3037,Extreme Markup Languages Technically oriented and devoted to XML and other markup-languages and systems. Call for papers and programme. ,Data
